drop,network_model,avg_k,var_k,avg_cc,var_cc,avg_spl,shannon_entr
92,spatial_radius,4.277777777777778,3.3950617283950617,0.6076388888888888,0.09252518542139078,6.902006172839505,2.8517347189227142
93,spatial_waxman,3.9029535864978904,3.8007085759048587,0.20760833165896456,0.06255051670699303,10.973526322348617,2.899816239415436
94,spatial_waxman,3.941544885177453,3.4621362354592247,0.20988410800519358,0.061191134806078504,9.274410414877899,2.8644679835417386
95,spatial_waxman,3.950617283950617,3.2362444749276023,0.23478182768306224,0.06479601185647728,10.117648055005171,2.8296694767359587
96,spatial_waxman,4.282105263157895,4.071995567867036,0.2004385205437837,0.049915155659031415,9.117385041551248,2.9804331482855497
97,spatial_waxman,3.7983193277310923,3.446719864416355,0.2255294542059248,0.07100060467302184,11.077616340653906,2.8174742153300025
98,spatial_waxman,4.124463519313305,3.881504540514653,0.194737689587475,0.05257405280994243,10.326263147230568,2.948521315001264
99,spatial_waxman,4.016494845360825,3.7688000850249757,0.21739932461581946,0.06401098795766515,10.046721224359658,2.8892856333353385
100,spatial_waxman,3.966386554621849,3.7509709766259447,0.19253292225981303,0.05055530337743008,10.0811559918085,2.903818879235146
101,spatial_waxman,3.731958762886598,3.268360080773727,0.19366760387378945,0.05503699619344978,10.362912105430972,2.799204952091232
102,spatial_waxman,3.966666666666667,3.6863888888888883,0.19485329485329483,0.0562723055152408,9.400581597222232,2.9062651578273653
103,spatial_waxman,3.9157894736842107,3.512908587257618,0.24423057644110277,0.07002477557301776,11.192128531855948,2.8736400320534274
104,spatial_waxman,3.97165991902834,3.7927191070169965,0.20820699768068188,0.06459451764485835,11.465914865019913,2.905405247038351
105,spatial_waxman,3.8151260504201683,3.881788009321376,0.2048261728933998,0.062282843023948486,10.658269190028943,2.90466181600899
106,spatial_waxman,4.065843621399177,4.08619959694491,0.22274909589724404,0.059646734252588096,9.971413571779369,2.9621284667043004
107,spatial_waxman,4.045454545454546,4.2541322314049586,0.20360064636924138,0.05701467277361512,9.268364524281122,2.986112753660915
108,spatial_waxman,3.8295218295218296,3.629980852434075,0.20228075228075226,0.06771393598557428,10.859704098789335,2.8765723954281297
109,spatial_waxman,3.9631147540983607,3.838803413061005,0.18732420812338843,0.04807911161017277,9.617030032249394,2.8943901378206327
110,spatial_waxman,3.7463617463617465,3.0250647256884267,0.19984999984999985,0.06658189016411874,10.797705749888722,2.762463913206028
111,spatial_waxman,4.025477707006369,3.426102478802386,0.17964647996495128,0.05065247412094177,9.250751664480413,2.84791579630707
112,spatial_waxman,3.961123110151188,3.4066959308482105,0.2188339738015764,0.055964987908070474,9.903838708022155,2.8399884525865535
113,spatial_waxman,3.8442622950819674,3.4634506852996507,0.1870817365694415,0.051898495409903135,12.967313894114485,2.8517539934121356
114,spatial_waxman,4.119834710743802,3.7005156751588006,0.21152016028049087,0.06454577646768173,9.146139266443543,2.9112221630970425
115,spatial_waxman,3.8989473684210525,3.008735734072022,0.19670494417862838,0.05711691683960183,9.758129639889184,2.774773262200818
116,spatial_waxman,3.670235546038544,3.3045316361668857,0.19244247306345807,0.0698804634659492,11.059879223619713,2.8056800361037966
117,spatial_waxman,3.825531914893617,3.6376459936622907,0.1883586626139818,0.05874490361642703,11.906754187415109,2.8484912579738104
118,spatial_waxman,4.236786469344609,4.535898341296837,0.2202602893934818,0.06066927716822789,9.582548529694407,3.0281739894436503
119,spatial_waxman,3.933609958506224,3.6428952669547705,0.20187051307383255,0.05804447724847684,9.522356708734353,2.8824906558623504
120,spatial_waxman,3.9958246346555324,3.887247702023614,0.23365311329820726,0.0676839362521811,9.971260585509988,2.918101090134741
121,spatial_waxman,4.034188034188034,3.973190152677333,0.19930594097260765,0.061243626061768315,9.36710132222953,2.934080662965635
122,spatial_waxman,4.24896265560166,3.954615106489214,0.2261749085400538,0.05522305449665385,8.474483910400988,2.9671272430515327
123,spatial_waxman,3.8978723404255318,3.278931643277501,0.2096166835528538,0.06349037026828906,10.3112358533273,2.8293508048195224
124,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
125,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
126,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
127,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
128,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
129,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
130,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
131,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
132,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
133,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
134,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
135,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
136,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
137,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
138,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
139,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
140,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
141,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
142,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
143,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
144,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
145,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
146,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
147,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
148,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
149,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
150,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
151,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
152,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
153,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
154,ws_reticulated_p_baixo,4.0,0.0,0.0,0.0,11.0,0.0
155,ws_reticulated_p_critico,3.9958677685950414,1.4008093709446077,0.007880755608028337,0.0031404667312819067,4.961017007035037,2.2771647332665106
156,ws_reticulated_p_critico,3.9834710743801653,1.5369168772624822,0.011432506887052342,0.0057737973271406754,4.920889966532337,2.3359443334604295
157,ws_reticulated_p_critico,3.9834710743801653,1.334437538419507,0.002892561983471075,0.0005104576949054786,4.949841199371629,2.246386072375059
158,ws_reticulated_p_critico,3.9917355371900825,1.4627416160098354,0.00701495474222747,0.0028550182167897103,4.979680349702886,2.3015914876338903
159,ws_reticulated_p_critico,3.9917355371900825,1.3222457482412402,0.0032418339236521053,0.000538498683572876,4.99394679325183,2.2153465148627363
160,ws_reticulated_p_critico,3.979338842975207,1.2970937777474214,0.004574970484061393,0.0008767758349839491,4.997250870842162,2.227861472204655
161,ws_reticulated_p_critico,3.9958677685950414,1.2024622635065911,0.004545454545454546,0.0007690541781450871,5.046368075951094,2.1607167507002223
162,ws_reticulated_p_critico,3.991718426501035,1.4326436308612922,0.006615399783101647,0.002935490299036312,4.946585565543169,2.293264078674401
163,ws_reticulated_p_critico,3.987603305785124,1.5824909500717164,0.0031582054309327035,0.0005388816444547903,4.985170070350382,2.3415473292523323
164,ws_reticulated_p_critico,3.987577639751553,1.3870092460424623,0.0064872325741890955,0.0014025903016811286,5.024626107531861,2.272923064754103
165,ws_reticulated_p_critico,4.0,1.2960662525879918,0.0039386769200433795,0.0007646753660649363,4.963165858656,2.210642167103053
166,ws_reticulated_p_critico,3.9958677685950414,1.3099002800355168,0.002548209366391185,0.0007212384931205367,4.935053958062975,2.225156862105583
167,ws_reticulated_p_critico,3.987603305785124,1.3304248343692369,0.006562377016922471,0.001282013448550424,4.938853220408443,2.2457574260943156
168,ws_reticulated_p_critico,3.975206611570248,1.2307902465678573,0.010074773711137349,0.005183632271750761,5.018287685267396,2.174540576293301
169,ws_reticulated_p_critico,3.987551867219917,1.4770234672268037,0.005492985575973127,0.0025748082443780825,4.970153750796303,2.306895916533484
170,ws_reticulated_p_critico,3.9834710743801653,1.334437538419507,0.0036796536796536794,0.0007349468713105077,4.996994740796392,2.250940250175746
171,ws_reticulated_p_critico,3.9834710743801653,1.5203879516426473,0.006286894923258559,0.0012787364165892665,4.939365480499966,2.3232959252479493
172,ws_reticulated_p_critico,3.987603305785124,1.5163752475923775,0.005199724517906336,0.0011074641861275167,4.929914281811351,2.31855959955788
173,ws_reticulated_p_critico,4.004149377593361,1.3983230316282433,0.004870578936968978,0.0007670585035262933,4.954701193161278,2.282333468498889
174,ws_reticulated_p_critico,3.9958592132505175,1.6604383404275382,0.00873015873015873,0.0032943589213923438,4.922786758055458,2.3900374559090847
175,ws_reticulated_p_critico,3.987603305785124,1.470920702137832,0.004143709825528008,0.0008137905350158486,4.977545932654871,2.2934243151411353
176,ws_reticulated_p_critico,3.9917355371900825,1.404890376340414,0.0026170798898071624,0.00047524455676221266,4.952607403865856,2.273015964086005
177,ws_reticulated_p_critico,3.9958677685950414,1.5454374701181615,0.0028974813065722155,0.0004694465653096382,4.981900143432825,2.338214133820137
178,ws_reticulated_p_critico,3.9834368530020705,1.4862681052257072,0.003450655624568668,0.0004251760215393304,4.9485402226423005,2.308371522808036
179,ws_reticulated_p_critico,4.0,1.4173553719008265,0.005145611963793782,0.0009220150221143031,4.957320196707879,2.270538195209716
180,ws_reticulated_p_critico,3.9958592132505175,1.3126122534710165,0.0057971014492753615,0.0011672217721367059,4.9743965639185745,2.220058728613937
181,ws_reticulated_p_critico,3.9917355371900825,1.4379482275800832,0.0019874065328610783,0.000248762870583199,4.993050338091655,2.2925171726233677
182,ws_reticulated_p_critico,4.0,1.474120082815735,0.0016858917480035492,0.0003400167897789792,4.947434298230952,2.283363768351981
183,ws_reticulated_p_critico,3.975206611570248,1.2762447920224032,0.0027646595828414015,0.0006686464570574265,5.008401065500984,2.214933636386526
184,ws_reticulated_p_critico,3.9958592132505175,1.2794859594751573,0.004209799861973775,0.0007805292529390105,4.9429677352982795,2.210603379246298
185,ws_reticulated_p_critico,4.008298755186722,1.3609269812847578,0.0005532503457814661,5.040852908486042e-05,4.974001825037448,2.2350849812013034
186,ws_reticulated_p_alto,4.016842105263158,3.532347922437673,0.005794486215538847,0.0009818434306317172,4.622333518005542,2.8816016984375534
187,ws_reticulated_p_alto,4.0423728813559325,3.4134587762137314,0.006224625186489593,0.0010542237974251695,4.585598606722204,2.8498414766932596
188,ws_reticulated_p_alto,3.9874213836477987,3.0396740635259683,0.007109580380020632,0.0027585844295195225,4.669989320042721,2.7930872664646396
189,ws_reticulated_p_alto,3.991596638655462,3.512534425534919,0.00933373349339736,0.005158598753627103,4.652964126827199,2.8579931392036113
190,ws_reticulated_p_alto,3.991649269311065,3.4988864239608444,0.0018374921297677038,0.00022634104122632871,4.6694269986619705,2.881913054476383
191,ws_reticulated_p_alto,4.0336842105263155,3.278865373961218,0.008146882357408673,0.002863200686481375,4.616350138504155,2.8440764273925554
192,ws_reticulated_p_alto,4.016842105263158,3.2923479224376733,0.01079684058631427,0.0036430386700887834,4.638040997229918,2.835636793686043
193,ws_reticulated_p_alto,4.012605042016807,3.340177247369536,0.0043417366946778705,0.0008035761768137071,4.633059105995338,2.843283684900699
194,ws_reticulated_p_alto,3.99581589958159,3.0501916983246087,0.009676562396227667,0.0032065746629567275,4.65711384604612,2.788541472084258
195,ws_reticulated_p_alto,4.00418410041841,3.594124752717914,0.006765352267444317,0.0010332825344569704,4.60903170462702,2.8780168258888175
196,ws_reticulated_p_alto,4.004201680672269,3.172251253442553,0.0064675870348139255,0.0011905031981891505,4.65023656521432,2.820237609989062
197,ws_reticulated_p_alto,4.025316455696203,3.252523634033007,0.0130383095572969,0.005496678984149088,4.629119265075042,2.830268368122392
198,ws_reticulated_p_alto,4.004201680672269,3.4831756231904527,0.00949046285180739,0.005040425111398877,4.62220182190523,2.86687061951962
199,ws_reticulated_p_alto,4.0042194092827,2.9999821965853046,0.007849440760833165,0.0034727528314886704,4.6668268973989235,2.7923159519176743
200,ws_reticulated_p_alto,4.0210970464135025,3.33288824796596,0.004113924050632912,0.0006562795096140255,4.586827253467211,2.842448835040034
201,ws_reticulated_p_alto,4.038054968287526,3.4404122845049145,0.007715023994093763,0.0012361141909932763,4.583804513496237,2.8547769971351826
202,ws_reticulated_p_alto,3.9958071278825997,3.572309463848564,0.0066204119663239155,0.002575068547213596,4.59755899248007,2.8801046733839257
203,ws_reticulated_p_alto,3.99581589958159,3.6443339577388345,0.00788669721724115,0.0013384605090334047,4.68669140946412,2.885820885733145
204,ws_reticulated_p_alto,3.991596638655462,3.2814419885601294,0.010707464804103459,0.00354604440431337,4.655462184873952,2.831441620919089
205,ws_reticulated_p_alto,3.962655601659751,3.3886468896885384,0.005746408962176598,0.0026005134526776406,4.654973227044989,2.8427011620699156
206,ws_reticulated_p_alto,4.029598308668076,3.123859669510882,0.008720091278230813,0.001951703295532532,4.629377505821774,2.810996764101671
207,ws_reticulated_p_alto,3.9581589958158996,3.236743054218238,0.009889088131765957,0.0031297534247766885,4.696320092435355,2.823397272316713
208,ws_reticulated_p_alto,3.9874213836477987,3.3122107511569947,0.007342366461863318,0.0027405702895735564,4.648831577513195,2.8405945912354595
209,ws_reticulated_p_alto,4.0,3.6771488469601676,0.011139396359522146,0.005227436630387046,4.647961358771847,2.900623990291276
210,ws_reticulated_p_alto,4.016806722689076,3.541734340795142,0.011794717887154861,0.007100177172376219,4.625052962361417,2.882356962382421
211,ws_reticulated_p_alto,4.016913319238901,3.576880958659807,0.006372697070371489,0.001130904554727892,4.605509343893731,2.877244358809077
212,ws_reticulated_p_alto,4.00421052631579,3.6462980609418283,0.0043024227234753545,0.0007926188347504797,4.5936930747922435,2.9039728637299755
213,ws_reticulated_p_alto,4.046511627906977,3.672255273120605,0.01065121160258581,0.003654266047485221,4.591063295326038,2.8702640289629215
214,ws_reticulated_p_alto,4.008421052631579,3.191508033240998,0.005624060150375939,0.0006600037939460178,4.6410371191135775,2.820950917736452
215,ws_reticulated_p_alto,3.987473903966597,3.2274005081916477,0.0045811530153910115,0.0006906751123480124,4.663848222418836,2.8164683413613125
216,ws_reticulated_p_alto,3.98326359832636,3.3344479263318214,0.007571229328551503,0.00320291456587965,4.633681133033388,2.840821811569096
217,barbasi_albert,3.743486973947896,176.51135537608286,0.1323440771735815,0.11475001969983406,2.9831446460054405,0.6889548385483482
218,barbasi_albert,3.7034068136272547,205.771751920675,0.2426335490490586,0.18361523433426397,2.763731872562765,0.7662096937937872
219,barbasi_albert,3.7635270541082164,166.9581086019735,0.17444345582164136,0.1439186266839909,2.942903843759662,0.6696359227127411
220,barbasi_albert,3.7074148296593186,180.23503520066188,0.19449861916856903,0.15655966049767486,2.8443982152682143,0.7566026737755666
221,barbasi_albert,3.723446893787575,191.35438010289116,0.20451942103268847,0.16258138659311147,2.8205589535784994,0.7317872346562104
222,barbasi_albert,3.715430861723447,174.34387010493938,0.12834004576234265,0.11178582171596889,2.9484138617917184,0.7376651029829692
223,barbasi_albert,3.6673346693386772,211.3482516134473,0.2686804303002738,0.1963490042428095,2.7045112268625426,0.8058370667546869
224,barbasi_albert,3.791583166332665,188.68602134127977,0.27267675341385983,0.19819331021314104,2.79508114425243,0.6320218597294762
225,barbasi_albert,3.7595190380761525,190.88405267448715,0.22456402803229022,0.17402068202507096,2.796036963706976,0.6825824302160871
226,barbasi_albert,3.723446893787575,204.48464062393325,0.3027531761038436,0.2109469536174865,2.712872639065712,0.7434855383214952
227,barbasi_albert,3.743486973947896,178.38309886305683,0.16642086658874378,0.13863722267708437,2.8926470174818584,0.6974960241502713
228,barbasi_albert,3.655310621242485,193.48038762896533,0.16847489671952964,0.139954086271201,2.8998839362090894,0.8193739154564176
229,barbasi_albert,3.7595190380761525,177.4050947586555,0.18847934685851594,0.15285282677945713,2.872558744743993,0.6785744141840229
230,barbasi_albert,3.711422845691383,198.39367713382677,0.20252029272888572,0.16139104410975635,2.8017558162416987,0.741233367662604
231,barbasi_albert,3.67935871743487,188.74288055068055,0.23659161768174947,0.18049804962850108,2.799370283653481,0.794698428934867
232,barbasi_albert,3.7635270541082164,178.9781486821339,0.2285675383643929,0.1762144690434343,2.836020738872536,0.6825824302160871
